movieId,title
2375,Anna and the King (1999)
2376,Bicentennial Man (1999)
2377,Stuart Little (1999)
2378,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)"
2379,Fantasia 2000 (1999)
2380,Magnolia (1999)
2381,Onegin (1999)
2382,Simpatico (1999)
2383,Topsy-Turvy (1999)
2384,Boiling Point (1993)
2385,Carnal Knowledge (1971)
2386,Easy Rider (1969)
2387,The Falcon and the Snowman (1985)
2388,Room at the Top (1959)
2389,Any Given Sunday (1999)
2390,Man on the Moon (1999)
2391,Galaxy Quest (1999)
2392,"Talented Mr. Ripley, The (1999)"
2393,Next Friday (2000)
2394,"Hurricane, The (1999)"
2395,Angela's Ashes (1999)
2396,Titus (1999)
2397,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)"
2398,"Third Miracle, The (1999)"
2399,Snow Falling on Cedars (1999)
2400,"Girl, Interrupted (1999)"
2401,My Dog Skip (1999)
2402,Supernova (2000)
2403,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)"
2404,"Way We Were, The (1973)"
2405,Stalag 17 (1953)
2406,"Presidio, The (1988)"
2407,Papillon (1973)
2408,"Last Detail, The (1973)"
2409,Five Easy Pieces (1970)
2410,Dead Calm (1989)
2411,"Boys from Brazil, The (1978)"
2412,Against All Odds (1984)
2413,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993)
2414,Fast Times at Ridgemont High (1982)
2415,"Cry in the Dark, A (1988)"
2416,Batman: Mask of the Phantasm (1993)
2417,American Flyers (1985)
2418,"Star Is Born, A (1937)"
2419,Pacific Heights (1990)
2420,"Draughtsman's Contract, The (1982)"
2421,"Zed & Two Noughts, A (1985)"
2422,Woman in the Dunes (Suna no onna) (1964)
2423,Down to You (2000)
2424,"Odessa File, The (1974)"
2425,Where the Buffalo Roam (1980)
2426,Eye of the Beholder (1999)
2427,"Big Tease, The (1999)"
2428,"Cup, The (Phörpa) (1999)"
2429,Encino Man (1992)
2430,"Goodbye Girl, The (1977)"
2431,Malcolm X (1992)
2432,Sister Act (1992)
2433,Sister Act 2: Back in the Habit (1993)
2434,"Hand That Rocks the Cradle, The (1992)"
2435,Alive (1993)
2436,Agnes of God (1985)
2437,Scent of a Woman (1992)
2438,Wayne's World (1992)
2439,Wayne's World 2 (1993)
2440,"League of Their Own, A (1992)"
2441,Patriot Games (1992)
2442,"Bodyguard, The (1992)"
2443,Death Becomes Her (1992)
2444,Far and Away (1992)
2445,Howards End (1992)
2446,Singles (1992)
2447,Twin Peaks: Fire Walk with Me (1992)
2448,White Men Can't Jump (1992)
2449,Buffy the Vampire Slayer (1992)
2450,Hard-Boiled (Lat sau san taam) (1992)
2451,Man Bites Dog (C'est arrivé près de chez vous) (1992)
2452,"Mariachi, El (1992)"
2453,Stop! Or My Mom Will Shoot (1992)
2454,Forever Young (1992)
2455,"Cutting Edge, The (1992)"
2456,Of Mice and Men (1992)
2457,Bad Lieutenant (1992)
2458,Scream 3 (2000)
2459,Single White Female (1992)
2460,"Boondock Saints, The (2000)"
2461,Gun Shy (2000)
2462,"Baby, The (1973)"
2463,"Brandon Teena Story, The (1998)"
2464,Minnie and Moskowitz (1971)
2465,They Might Be Giants (1971)
2466,"Beach, The (2000)"
2467,Snow Day (2000)
2468,"Tigger Movie, The (2000)"
2469,Not One Less (Yi ge dou bu neng shao) (1999)
2470,Eaten Alive (1977)
2471,Raining Stones (1993)
2472,To Sir with Love (1967)
2473,Boiler Room (2000)
2474,Hanging Up (2000)
2475,Pitch Black (2000)
2476,"Whole Nine Yards, The (2000)"
2477,Beautiful People (1999)
2478,Black Tar Heroin: The Dark End of the Street (2000)
2479,"Circus, The (1928)"
2480,City Lights (1931)
2481,"Flamingo Kid, The (1984)"
2482,"Kid, The (1921)"
2483,Class Reunion (1982)
2484,Happy Go Lovely (1951)
2485,Reindeer Games (2000)
2486,Wonder Boys (2000)
2487,Chain of Fools (2000)
2488,Drowning Mona (2000)
2489,"Next Best Thing, The (2000)"
2490,What Planet Are You From? (2000)
2491,Beyond the Mat (1999)
2492,Ghost Dog: The Way of the Samurai (1999)
2493,The Year My Voice Broke (1987)
2494,Splendor in the Grass (1961)
2495,My Tutor (1983)
2496,Key Largo (1948)
2497,Born Yesterday (1950)
2498,Birdy (1984)
2499,Blood Feast (1963)
2500,"Charlie, the Lonesome Cougar (1967)"
2501,Never Cry Wolf (1983)
2502,"Raisin in the Sun, A (1961)"
2503,"Closer You Get, The (2000)"
2504,Mission to Mars (2000)
2505,"Ninth Gate, The (1999)"
2506,East-West (Est-ouest) (1999)
2507,Defending Your Life (1991)
2508,Breaking Away (1979)
2509,Hoosiers (a.k.a. Best Shot) (1986)
2510,Bull Durham (1988)
2511,Dog Day Afternoon (1975)
2512,American Graffiti (1973)
2513,"Asphalt Jungle, The (1950)"
2514,"Searchers, The (1956)"
2515,"Big Country, The (1958)"
2516,Betrayed (1988)
2517,"Bridge at Remagen, The (1969)"
2518,Daughters of the Dust (1991)
2519,"Ogre, The (Unhold, Der) (1996)"
2520,On the Beach (1959)
2521,"Taking of Pelham One Two Three, The (1974)"
2522,Volunteers (1985)
2523,JFK (1991)
2524,Who's Harry Crumb? (1989)
2525,Harry and the Hendersons (1987)
2526,Let's Get Harry (1986)
2527,Shanghai Surprise (1986)
2528,Who's That Girl? (1987)
2529,She-Devil (1989)
2530,Date with an Angel (1987)
2531,Blind Date (1987)
2532,Nadine (1987)
2533,"Muppet Movie, The (1979)"
2534,"Great Muppet Caper, The (1981)"
2535,"Muppets Take Manhattan, The (1984)"
2536,We're Back! A Dinosaur's Story (1993)
2537,Baby... Secret of the Lost Legend (1985)
2538,Turtle Diary (1985)
2539,Raise the Titanic (1980)
2540,Titanic (1953)
2541,"Night to Remember, A (1958)"
2542,Captain Horatio Hornblower R.N. (1951)
2543,Erin Brockovich (2000)
2544,Final Destination (2000)
2545,Soft Fruit (1999)
2546,"Bear, The (Ours, L') (1988)"
2547,Love Is a Many-Splendored Thing (1955)
2548,"Mirror, The (Zerkalo) (1975)"
2549,"Crimson Pirate, The (1952)"
2550,Thelma & Louise (1991)
2551,...And Justice for All (1979)
2552,Animal House (1978)
2553,She's Gotta Have It (1986)
2554,School Daze (1988)
2555,Do the Right Thing (1989)
2556,Mo' Better Blues (1990)
2557,Jungle Fever (1991)
2558,"Champ, The (1979)"
2559,Creature Comforts (1989)
2560,Death Wish (1974)
2561,Death Wish 2 (1982)
2562,Death Wish 3 (1985)
2563,Death Wish 4: The Crackdown (1987)
2564,Death Wish 5: The Face of Death (1994)
2565,Double Indemnity (1944)
2566,Dying Young (1991)
2567,Teenage Mutant Ninja Turtles (1990)
2568,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)
2569,Teenage Mutant Ninja Turtles III (1993)
2570,Red Dawn (1984)
2571,Band of the Hand (1986)
2572,Bloodsport (1988)
2573,Eyes of Laura Mars (1978)
2574,Funny Bones (1995)
2575,"Good Earth, The (1937)"
2576,"Good Morning, Vietnam (1987)"
2577,"Good Mother, The (1988)"
2578,Grumpy Old Men (1993)
2579,Guess Who's Coming to Dinner (1967)
2580,Romeo Must Die (2000)
2581,Here on Earth (2000)
2582,Whatever It Takes (2000)
2583,Buddy Boy (1999)
2584,Gothic (1986)
2585,Lord of the Flies (1963)
2586,Modern Times (1936)
2587,Heart and Souls (1993)
2588,Hud (1963)
2589,"Hustler, The (1961)"
2590,Inherit the Wind (1960)
2591,Dersu Uzala (1975)
2592,Close Encounters of the Third Kind (1977)
2593,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976)
2594,Retroactive (1997)
2595,"Place in the Sun, A (1951)"
2596,Jacob's Ladder (1990)
2597,Empire Records (1995)
2598,"Bamba, La (1987)"
2599,Ladyhawke (1985)
2600,Lucas (1986)
2601,High Fidelity (2000)
2602,"Road to El Dorado, The (2000)"
2603,"Skulls, The (2000)"
2604,Hook (1991)
2605,"Son of the Sheik, The (1926)"
2606,True Grit (1969)
2607,Madame Sousatzka (1988)
2608,Max Dugan Returns (1983)
2609,Midnight Express (1978)
2610,Misery (1990)
2611,Mr. Saturday Night (1992)
2612,Murphy's Romance (1985)
2613,My Life (1993)
2614,Solaris (Solyaris) (1972)
2615,Network (1976)
2616,No Way Out (1987)
2617,North Dallas Forty (1979)
2618,"Odd Couple, The (1968)"
2619,"Outlaw Josey Wales, The (1976)"
2620,Frequency (2000)
2621,Ready to Rumble (2000)
2622,Return to Me (2000)
2623,Rules of Engagement (2000)
2624,Joe Gould's Secret (2000)
2625,Me Myself I (2000)
2626,"Bell, Book and Candle (1958)"
2627,Force 10 from Navarone (1978)
2628,Mystery Train (1989)
2629,Arthur (1981)
2630,Bachelor Party (1984)
2631,Parenthood (1989)
2632,Predator (1987)
2633,"Prince of Tides, The (1991)"
2634,"Postman Always Rings Twice, The (1981)"
2635,All the Vermeers in New York (1990)
2636,28 Days (2000)
2637,American Psycho (2000)
2638,Keeping the Faith (2000)
2639,Where the Money Is (2000)
2640,East is East (1999)
2641,"Filth and the Fury, The (2000)"
2642,Diner (1982)
2643,Shakes the Clown (1992)
2644,Cabaret (1972)
2645,What Ever Happened to Baby Jane? (1962)
2646,Auntie Mame (1958)
2647,Guys and Dolls (1955)
2648,The Hunger (1983)
2649,Marathon Man (1976)
2650,Caddyshack (1980)
2651,Gossip (2000)
2652,Love and Basketball (2000)
2653,U-571 (2000)
2654,"Virgin Suicides, The (1999)"
2655,Jennifer 8 (1992)
2656,Limelight (1952)
2657,"Crow: Salvation, The (2000)"
2658,"Flintstones in Viva Rock Vegas, The (2000)"
2659,Where the Heart Is (2000)
2660,"Big Kahuna, The (2000)"
2661,Bossa Nova (2000)
2662,Smiling Fish and Goat on Fire (1999)
2663,"Idiots, The (Idioterne) (1998)"
2664,Time Code (2000)
2665,Carnosaur (1993)
2666,Carnosaur 2 (1995)
2667,Carnosaur 3: Primal Species (1996)
2668,"Hidden, The (1987)"
2669,Two Moon Junction (1988)
2670,Gladiator (2000)
2671,Up at the Villa (2000)
2672,Human Traffic (1999)
2673,Breathless (1983)
2674,The Idolmaker (1980)
2675,Inferno (1980)
2676,"Lords of Flatbush, The (1974)"
2677,Mr. Mom (1983)
2678,"Time Masters (Maîtres du temps, Les) (1982)"
2679,Battlefield Earth (2000)
2680,Center Stage (2000)
2681,Screwed (2000)
2682,Whipped (2000)
2683,Hamlet (2000)
2684,Anchors Aweigh (1945)
2685,Gypsy (1962)
2686,On the Town (1949)
2687,Pee-wee's Big Adventure (1985)
2688,Regret to Inform (1998)
2689,Honeymoon in Vegas (1992)
2690,Dinosaur (2000)
2691,Loser (2000)
2692,Road Trip (2000)
2693,Small Time Crooks (2000)
2694,"Hollywood Knights, The (1980)"
2695,"Twelve Chairs, The (1970)"
2696,Mission: Impossible II (2000)
2697,Shanghai Noon (2000)
2698,Better Living Through Circuitry (1999)
2699,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999)
2700,Carnival of Souls (1962)
2701,Flying Tigers (1942)
2702,"Gold Rush, The (1925)"
2703,Monsieur Verdoux (1947)
2704,On Her Majesty's Secret Service (1969)
2705,Seven Days in May (1964)
2706,"Spy Who Loved Me, The (1977)"
2707,Vagabond (Sans toit ni loi) (1985)
2708,Moonraker (1979)
2709,"Man with the Golden Gun, The (1974)"
2710,"King in New York, A (1957)"
2711,"Woman of Paris, A (1923)"
2712,"Fighting Seabees, The (1944)"
2713,Big Momma's House (2000)
2714,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)"
2715,American Gigolo (1980)
2716,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)"
2717,"Endless Summer, The (1966)"
2718,"Guns of Navarone, The (1961)"
2719,Blow-Out (La grande bouffe) (1973)
2720,Quatermass and the Pit (1967)
2721,Puppet Master (1989)
2722,Puppet Master II (1991)
2723,Puppet Master III: Toulon's Revenge (1991)
2724,Puppet Master 4 (1993)
2725,Puppet Master 5: The Final Chapter (1994)
2726,Rent-A-Cop (1988)
2727,Romeo and Juliet (1968)
2728,Stay Tuned (1992)
2729,Blazing Saddles (1974)
2730,Benji (1974)
2731,Benji the Hunted (1987)
2732,For the Love of Benji (1977)
2733,White Christmas (1954)
2734,Eraserhead (1977)
2735,Baraka (1992)
2736,"Man with the Golden Arm, The (1955)"
2737,"Decline of Western Civilization, The (1981)"
2738,"Decline of Western Civilization Part II: The Metal Years, The (1988)"
2739,For a Few Dollars More (Per qualche dollaro in più) (1965)
2740,Magnum Force (1973)
2741,Blood Simple (1984)
2742,"Fabulous Baker Boys, The (1989)"
2743,Prizzi's Honor (1985)
2744,Flatliners (1990)
2745,Light Years (Gandahar) (1988)
2746,Porky's (1982)
2747,Porky's II: The Next Day (1983)
2748,Porky's Revenge (1985)
2749,Private School (1983)
2750,Class of Nuke 'Em High (1986)
2751,"Toxic Avenger, The (1985)"
2752,"Toxic Avenger, Part II, The (1989)"
2753,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)"
2754,Night of the Creeps (1986)
2755,Predator 2 (1990)
2756,"Running Man, The (1987)"
2757,Starman (1984)
2758,"Brother from Another Planet, The (1984)"
2759,Alien Nation (1988)
2760,Mad Max (1979)
2761,"Road Warrior, The (Mad Max 2) (1981)"
2762,Mad Max Beyond Thunderdome (1985)
2763,Bird on a Wire (1990)
2764,Angel Heart (1987)
2765,9 1/2 Weeks (Nine 1/2 Weeks) (1986)
2766,Firestarter (1984)
2767,Sleepwalkers (1992)
2768,Action Jackson (1988)
2769,Sarafina! (1992)
2770,Soapdish (1991)
2771,"Long Walk Home, The (1990)"
2772,Clara's Heart (1988)
2773,Burglar (1987)
2774,Fatal Beauty (1987)
2775,Gone in 60 Seconds (2000)
2776,Love's Labour's Lost (2000)
2777,Sunshine (1999)
2778,Hamlet (1990)
2779,Coming Home (1978)
2780,American Pop (1981)
2781,Assault on Precinct 13 (1976)
2782,Near Dark (1987)
2783,One False Move (1992)
2784,Shaft (1971)
2785,"Conversation, The (1974)"
2786,Cutter's Way (1981)
2787,"Fury, The (1978)"
2788,"Paper Chase, The (1973)"
2789,Serpico (1973)
2790,"Ace in the Hole (Big Carnival, The) (1951)"
2791,Lonely Are the Brave (1962)
2792,"Sugarland Express, The (1974)"
2793,Trouble in Paradise (1932)
2794,Big Trouble in Little China (1986)
2795,Badlands (1973)
2796,Battleship Potemkin (1925)
2797,Boys and Girls (2000)
2798,Shaft (2000)
2799,Titan A.E. (2000)
2800,Butterfly (La lengua de las mariposas) (1999)
2801,Jesus' Son (1999)
2802,Chicken Run (2000)
2803,"Me, Myself & Irene (2000)"
2804,"Patriot, The (2000)"
2805,"Adventures of Rocky and Bullwinkle, The (2000)"
2806,"Perfect Storm, The (2000)"
2807,"Golden Bowl, The (2000)"
2808,Communion (1989)
2809,"Kentucky Fried Movie, The (1977)"
2810,"Blood In, Blood Out (1993)"
2811,F/X (1986)
2812,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991)
2813,"Hot Spot, The (1990)"
2814,Missing in Action (1984)
2815,Missing in Action 2: The Beginning (1985)
2816,Braddock: Missing in Action III (1988)
2817,Thunderbolt and Lightfoot (1974)
2818,Dreamscape (1984)
2819,The Golden Voyage of Sinbad (1973)
2820,House Party (1990)
2821,House Party 2 (1991)
2822,Croupier (1998)
2823,"Kid, The (2000)"
2824,Scary Movie (2000)
2825,But I'm a Cheerleader (1999)
2826,Shower (Xizao) (1999)
2827,Blow-Up (Blowup) (1966)
2828,"Pawnbroker, The (1964)"
2829,Groove (2000)
2830,Footloose (1984)
2831,Duel in the Sun (1946)
2832,X-Men (2000)
2833,Chuck & Buck (2000)
2834,"Five Senses, The (1999)"
2835,"In Crowd, The (2000)"
2836,What Lies Beneath (2000)
2837,Pokémon the Movie 2000 (2000)
2838,Anatomy of a Murder (1959)
2839,Freejack (1992)
2840,Mackenna's Gold (1969)
2841,Sinbad and the Eye of the Tiger (1977)
2842,"Two Women (Ciociara, La) (1960)"
2843,What About Bob? (1991)
2844,White Sands (1992)
2845,Breaker Morant (1980)
2846,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972)
2847,Interiors (1978)
2848,Love and Death (1975)
2849,"Official Story, The (La historia oficial) (1985)"
2850,Tampopo (1985)
2851,Nutty Professor II: The Klumps (2000)
2852,"Girl on the Bridge, The (Fille sur le pont, La) (1999)"
2853,Wonderland (1999)
2854,Autumn in New York (2000)
2855,Coyote Ugly (2000)
2856,Hollow Man (2000)
2857,Space Cowboys (2000)
2858,Psycho Beach Party (2000)
2859,Saving Grace (2000)
2860,"Black Sabbath (Tre volti della paura, I) (1963)"
2861,"Brain That Wouldn't Die, The (1962)"
2862,Bronco Billy (1980)
2863,"Crush, The (1993)"
2864,Kelly's Heroes (1970)
2865,Phantasm II (1988)
2866,Phantasm III: Lord of the Dead (1994)
2867,Phantasm IV: Oblivion (1998)
2868,Pumpkinhead (1988)
2869,Air America (1990)
2870,Sleepaway Camp (1983)
2871,Steel Magnolias (1989)
2872,And God Created Woman (Et Dieu... créa la femme) (1956)
2873,Easy Money (1983)
2874,"Ilsa, She Wolf of the SS (1974)"
2875,The Spiral Staircase (1945)
2876,I'm the One That I Want (2000)
2877,"Tao of Steve, The (2000)"
2878,"Affair of Love, An (Liaison pornographique, Une) (1999)"
2879,Bless the Child (2000)
2880,Cecil B. DeMented (2000)
2881,"Eyes of Tammy Faye, The (2000)"
2882,"Replacements, The (2000)"
2883,About Adam (2000)
2884,"Cell, The (2000)"
2885,Godzilla 2000 (Gojira ni-sen mireniamu) (1999)
2886,"Original Kings of Comedy, The (2000)"
2887,"Naked Gun: From the Files of Police Squad!, The (1988)"
2888,"Naked Gun 2 1/2: The Smell of Fear, The (1991)"
2889,Our Town (1940)
2890,Shane (1953)
2891,"Suddenly, Last Summer (1959)"
2892,Cat Ballou (1965)
2893,Supergirl (1984)
2894,"Art of War, The (2000)"
2895,Bring It On (2000)
2896,"Crew, The (2000)"
2897,Skipped Parts (2000)
2898,Highlander: Endgame (Highlander IV) (2000)
2899,Nurse Betty (2000)
2900,Solas (1999)
2901,"Watcher, The (2000)"
2902,"Way of the Gun, The (2000)"
2903,Almost Famous (2000)
2904,Bait (2000)
2905,Circus (2000)
2906,Crime and Punishment in Suburbia (2000)
2907,Duets (2000)
2908,Under Suspicion (2000)
2909,Urban Legends: Final Cut (2000)
2910,Woman on Top (2000)
2911,Dancer in the Dark (2000)
2912,Best in Show (2000)
2913,Beautiful (2000)
2914,"Broken Hearts Club, The (2000)"
2915,Girlfight (2000)
2916,Remember the Titans (2000)
2917,Hellraiser (1987)
2918,Hellbound: Hellraiser II (1988)
2919,Hellraiser III: Hell on Earth (1992)
2920,"Faraway, So Close (In weiter Ferne, so nah!) (1993)"
2921,Bikini Beach (1964)
2922,Stranger Than Paradise (1984)
2923,Voyage to the Bottom of the Sea (1961)
2924,Fantastic Voyage (1966)
2925,Abbott and Costello Meet Frankenstein (1948)
2926,"Bank Dick, The (1940)"
2927,"Creature from the Black Lagoon, The (1954)"
2928,"Invisible Man, The (1933)"
2929,"Killer Shrews, The (1959)"
2930,Runaway (1984)
2931,"Slumber Party Massacre, The (1982)"
2932,Slumber Party Massacre II (1987)
2933,Slumber Party Massacre III (1990)
2934,Sorority House Massacre (1986)
2935,Sorority House Massacre II (1990)
2936,Bamboozled (2000)
2937,Digimon: The Movie (2000)
2938,Get Carter (2000)
2939,Get Carter (1971)
2940,Meet the Parents (2000)
2941,Requiem for a Dream (2000)
2942,Tigerland (2000)
2943,Two Family House (2000)
2944,"Contender, The (2000)"
2945,Dr. T and the Women (2000)
2946,"Ladies Man, The (2000)"
2947,Billy Jack (1971)
2948,Billy Jack Goes to Washington (1977)
2949,"Time Machine, The (1960)"
2950,Ghoulies II (1987)
2951,"Unsinkable Molly Brown, The (1964)"
2952,"Adventures of Ichabod and Mr. Toad, The (1949)"
2953,"Strange Love of Martha Ivers, The (1946)"
2954,Detour (1945)
2955,Billy Elliot (2000)
2956,Bedazzled (2000)
2957,Pay It Forward (2000)
2958,"Private Eyes, The (1981)"
2959,"Legend of Drunken Master, The (Jui kuen II) (1994)"
2960,Book of Shadows: Blair Witch 2 (2000)
2961,"Little Vampire, The (2000)"
2962,Charlie's Angels (2000)
2963,"Legend of Bagger Vance, The (2000)"
2964,Little Nicky (2000)
2965,Men of Honor (2000)
2966,Red Planet (2000)
2967,You Can Count on Me (2000)
2968,Diamonds Are Forever (1971)
2969,"Eagle Has Landed, The (1976)"
2970,"6th Day, The (2000)"
2971,Bounce (2000)
2972,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000)
2973,One Day in September (1999)
2974,Rugrats in Paris: The Movie (2000)
2975,102 Dalmatians (2000)
2976,Malèna (2000)
2977,Quills (2000)
2978,Unbreakable (2000)
2979,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"
2980,Dungeons & Dragons (2000)
2981,Proof of Life (2000)
2982,Vertical Limit (2000)
2983,"Bounty, The (1984)"
2984,"Planes, Trains & Automobiles (1987)"
2985,She's Having a Baby (1988)
2986,"Living Daylights, The (1987)"
2987,Transformers: The Movie (1986)
2988,Wall Street (1987)
2989,Born on the Fourth of July (1989)
2990,Talk Radio (1988)
2991,Brewster's Millions (1985)
2992,Snatch (2000)
2993,Punchline (1988)
2994,Chocolat (2000)
2995,"Dude, Where's My Car? (2000)"
2996,"Emperor's New Groove, The (2000)"
2997,Pollock (2000)
2998,What Women Want (2000)
2999,Finding Forrester (2000)
3000,"Gift, The (2000)"
3001,Before Night Falls (2000)
3002,Cast Away (2000)
3003,"Family Man, The (2000)"
3004,"House of Mirth, The (2000)"
3005,Miss Congeniality (2000)
3006,"O Brother, Where Art Thou? (2000)"
3007,State and Main (2000)
3008,Dracula 2000 (2000)
3009,All the Pretty Horses (2000)
3010,"Everlasting Piece, An (2000)"
3011,Thirteen Days (2000)
3012,Traffic (2000)
3013,"Claim, The (2000)"
3014,Shadow of the Vampire (2000)
3015,House of Games (1987)
3016,Annie (1982)
3017,Don't Tell Mom the Babysitter's Dead (1991)
3018,"Officer and a Gentleman, An (1982)"
3019,"Alamo, The (1960)"
3020,At Close Range (1986)
3021,Friendly Persuasion (1956)
3022,Gettysburg (1993)
3023,Horrors of Spider Island (Ein Toter Hing im Netz) (1960)
3024,Antitrust (2001)
3025,Double Take (2001)
3026,Save the Last Dance (2001)
3027,Panic (2000)
3028,"Pledge, The (2001)"
3029,The Man in the Moon (1991)
3030,Mystic Pizza (1988)
3031,Prelude to a Kiss (1992)
3032,Coffy (1973)
3033,Foxy Brown (1974)
3034,I'm Gonna Git You Sucka (1988)
3035,Untamed Heart (1993)
3036,Sugar & Spice (2001)
3037,"Wedding Planner, The (2001)"
3038,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)"
3039,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)"
3040,Amazing Grace and Chuck (1987)
3041,Amazon Women on the Moon (1987)
3042,Baby Boom (1987)
3043,Back to the Beach (1987)
3044,Barfly (1987)
3045,Best Seller (1987)
3046,Beverly Hills Cop II (1987)
3047,Beverly Hills Cop (1984)
3048,"Big Easy, The (1987)"
3049,Born in East L.A. (1987)
3050,"Brave Little Toaster, The (1987)"
3051,Can't Buy Me Love (1987)
3052,Cherry 2000 (1987)
3053,Cop (1988)
3054,Eddie Murphy Raw (1987)
3055,Empire of the Sun (1987)
3056,Ernest Goes to Camp (1987)
3057,"Evil Dead, The (1981)"
3058,Flowers in the Attic (1987)
3059,"Fourth Protocol, The (1987)"
3060,Gardens of Stone (1987)
3061,"Glass Menagerie, The (1987)"
3062,Hiding Out (1987)
3063,Hollywood Shuffle (1987)
3064,Hope and Glory (1987)
3065,Innerspace (1987)
3066,Ishtar (1987)
3067,Jaws: The Revenge (1987)
3068,Leonard Part 6 (1987)
3069,Less Than Zero (1987)
3070,"Like Father, Like Son (1987)"
3071,"Lost Boys, The (1987)"
3072,Made in Heaven (1987)
3073,Maid to Order (1987)
3074,Making Mr. Right (1987)
3075,Mannequin (1987)
3076,Masters of the Universe (1987)
3077,"Monster Squad, The (1987)"
3078,My Demon Lover (1987)
3079,No Man's Land (1987)
3080,Head Over Heels (2001)
3081,Left Behind: The Movie (2000)
3082,Valentine (2001)
3083,In the Mood For Love (Fa yeung nin wa) (2000)
3084,"Million Dollar Hotel, The (2001)"
3085,Nico and Dani (Krámpack) (2000)
3086,Hannibal (2001)
3087,Saving Silverman (Evil Woman) (2001)
3088,Vatel (2000)
3089,Down to Earth (2001)
3090,Recess: School's Out (2001)
3091,Sweet November (2001)
3092,Company Man (2000)
3093,"Price of Milk, The (2000)"
3094,Monkeybone (2001)
3095,3000 Miles to Graceland (2001)
3096,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)"
3097,"Mexican, The (2001)"
3098,"Caveman's Valentine, The (2001)"
3099,Series 7: The Contenders (2001)
3100,15 Minutes (2001)
3101,Get Over It (2001)
3102,Long Night's Journey Into Day (2000)
3103,Avalon (1990)
3104,Gray's Anatomy (1996)
3105,Of Mice and Men (1939)
3106,Reform School Girls (1986)
3107,Tapeheads (1988)
3108,"Bishop's Wife, The (1947)"
3109,Lilies of the Field (1963)
3110,"Greatest Story Ever Told, The (1965)"
3111,Elmer Gantry (1960)
3112,Alfie (1966)
3113,"Fantasticks, The (1995)"
3114,"Abominable Dr. Phibes, The (1971)"
3115,Real Life (1979)
3116,Battle Beyond the Stars (1980)
3117,Double Impact (1991)
3118,Fuzz (1972)
3119,Harley Davidson and the Marlboro Man (1991)
3120,Losin' It (1983)
3121,Mermaids (1990)
3122,Navy Seals (1990)
3123,Manhunter (1986)
3124,Reversal of Fortune (1990)
3125,Death on the Nile (1978)
3126,Revenge of the Nerds (1984)
3127,Revenge of the Nerds II: Nerds in Paradise (1987)
3128,4 Little Girls (1997)
3129,River's Edge (1986)
3130,Girls Just Want to Have Fun (1985)
3131,"Longest Yard, The (1974)"
3132,Necessary Roughness (1991)
3133,Enemy at the Gates (2001)
3134,Exit Wounds (2001)
3135,"Dish, The (2001)"
3136,Memento (2000)
3137,Heartbreakers (2001)
3138,Say It Isn't So (2001)
3139,Someone Like You (2001)
3140,Spy Kids (2001)
3141,Tomcats (2001)
3142,"Tailor of Panama, The (2001)"
3143,Amores Perros (Love's a Bitch) (2000)
3144,Keep the River on Your Right: A Modern Cannibal Tale (2000)
3145,"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)"
3146,Along Came a Spider (2001)
3147,Blow (2001)
3148,Just Visiting (2001)
3149,Pokémon 3: The Movie (2001)
3150,Beautiful Creatures (2000)
3151,Brigham City (2001)
3152,Bridget Jones's Diary (2001)
3153,Joe Dirt (2001)
3154,Josie and the Pussycats (2001)
3155,Chopper (2000)
3156,"Circle, The (Dayereh) (2000)"
3157,Crocodile Dundee in Los Angeles (2001)
3158,Freddy Got Fingered (2001)
3159,"Center of the World, The (2001)"
3160,"Luzhin Defence, The (2000)"
3161,"Visit, The (2000)"
3162,Scarface (1983)
3163,Days of Wine and Roses (1962)
3164,Driven (2001)
3165,One Night at McCool's (2001)
3166,Town & Country (2001)
3167,"Mummy Returns, The (2001)"
3168,Under the Sand (2000)
3169,Krull (1983)
3170,Lost in America (1985)
3171,Triumph of the Will (Triumph des Willens) (1934)
3172,"World According to Garp, The (1982)"
3173,Fellini Satyricon (1969)
3174,Frankie and Johnny (1966)
3175,Frankie and Johnny (1991)
3176,"City of Women, The (Città delle donne, La) (1980)"
3177,For the Boys (1991)
3178,Nine to Five (a.k.a. 9 to 5) (1980)
3179,Norma Rae (1979)
3180,Summer Rental (1985)
3181,"5,000 Fingers of Dr. T, The (1953)"
